1	0	0	0	0	11.2908937953	0	0	0	0	0	11.4601995659	0	0	0	0	
1	0	0	0	0	11.2908937953	0	0	0	0	0	5.73009978297	0	0	0	0	
1	0	0	0	0	11.2908937953	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
1	0	0	0	0	5.64544689764	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
1	1.09861228867	0	0	0	5.64544689764	0	0	0	0	0	11.4601995659	10.3522994651	0	0	0	
1	0	0	4.18965474203	0	11.2908937953	0	0	0	0	0	5.73009978297	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	5.73009978297	0	0	0	0	
1	0	0	0	4.45434729625	0	0	0	0	3.66356164613	3.87120101091	5.73009978297	0	0	0	0	
1	0	0	0	0	5.64544689764	0	0	0	0	0	5.73009978297	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	3.87120101091	11.4601995659	5.17614973257	0	0	0	
1	0	0	0	0	28.2272344882	0	0	0	0	3.87120101091	11.4601995659	0	0	0	0	
1	0	0	0	0	11.2908937953	0	0	0	0	0	5.73009978297	0	0	0	0	
1	0	0	0	4.45434729625	0	0	0	0	0	0	11.4601995659	0	0	0	0	
1	0	0	0	0	11.2908937953	0	0	0	0	0	5.73009978297	0	0	0	0	
0	0	6.51619307604	0	0	11.2908937953	0	0	0	3.66356164613	3.87120101091	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	5.73009978297	0	0	0	0	
1	0	0	0	4.45434729625	5.64544689764	0	0	0	0	3.87120101091	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5.73009978297	0	0	0	0	
0	0	0	4.18965474203	0	16.9363406929	0	0	0	0	0	0	5.17614973257	0	0	0	
1	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	5.64544689764	0	0	1.94591014906	0	7.74240202182	0	0	2.56494935746	0	0	
1	0	0	4.18965474203	0	0	0	0	0	3.66356164613	0	0	0	0	0	3.36729582999	
0	0	9.77428961406	0	4.45434729625	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	4.45434729625	11.2908937953	0	0	0	0	3.87120101091	5.73009978297	5.17614973257	0	2.77258872224	0	
0	0	0	0	4.45434729625	11.2908937953	0	0	0	0	0	0	5.17614973257	2.56494935746	5.54517744448	3.36729582999	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36729582999	
1	0	0	4.18965474203	0	0	0	0	0	0	0	0	5.17614973257	2.56494935746	0	0	
0	0	0	4.18965474203	0	5.64544689764	0	0	0	0	0	11.4601995659	10.3522994651	0	0	0	
1	0	0	0	0	0	0	0	0	3.66356164613	0	5.73009978297	0	0	0	0	
0	0	3.25809653802	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	10.3522994651	0	0	0	
1	0	0	0	0	11.2908937953	0	0	0	0	0	11.4601995659	0	0	2.77258872224	3.36729582999	
0	0	0	0	4.45434729625	0	0	0	0	0	0	0	5.17614973257	0	0	3.36729582999	
0	1.09861228867	0	0	0	0	0	0	0	3.66356164613	0	0	0	0	0	0	
1	0	0	0	0	5.64544689764	0	0	0	3.66356164613	3.87120101091	5.73009978297	5.17614973257	0	2.77258872224	0	
1	0	0	0	4.45434729625	5.64544689764	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	4.45434729625	0	0	0	0	3.66356164613	0	0	0	0	0	0	
1	0	0	0	0	5.64544689764	0	0	0	0	0	5.73009978297	0	0	0	0	
0	0	3.25809653802	4.18965474203	0	0	0	0	0	10.9906849384	3.87120101091	0	0	0	0	0	
1	0	0	0	0	5.64544689764	0	0	0	0	0	5.73009978297	0	0	0	0	
0	0	0	0	0	5.64544689764	0	0	0	3.66356164613	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	4.45434729625	0	0	0	0	0	0	11.4601995659	10.3522994651	0	2.77258872224	0	
0	0	0	0	0	11.2908937953	0	0	0	0	3.87120101091	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	5.64544689764	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	5.64544689764	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5.73009978297	10.3522994651	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	8.90869459251	16.9363406929	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	11.2908937953	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	11.2908937953	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	5.64544689764	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
0	0	0	0	0	11.2908937953	0	0	0	0	0	5.73009978297	5.17614973257	0	0	0	
